,formula,classifier,rel_l2_distance,success,estimated_formula,training_time,iter
42,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),False,0.9410262880007092,False,-0.028*x0**2 - 1.549*x0*sin(-1.746*x0**2 + 0.897*x0 + 2.16) + 0.056*x0*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) - 0.156*x0 + 2.082*sin(-1.746*x0**2 + 0.897*x0 + 2.16)*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) - 0.998*sin(-1.746*x0**2 + 0.897*x0 + 2.16) + 0.085*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) + 0.15,20.04710960388184,100
43,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),True,0.3327913766846839,False,-1.97*x0*sin(1.922*x0**2 - 0.737*x0 + 5.587) + 6.998*sin(1.922*x0**2 - 0.737*x0 + 5.587)*sqrt(Abs(0.374*x0**2 + 0.509*x0 - 2.614)) - 1.958*sin(1.922*x0**2 - 0.737*x0 + 5.587),18.14284896850586,100
44,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),False,0.0339391800989795,False,6.894*x0**2,24.41333031654358,100
45,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),True,0.0325592755767742,False,6.894*x0**2 - 0.558*x0*sin(0.759*x0**2 + 0.001),13.926554441452026,100
46,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),False,0.7501863862931714,False,-0.003*x0**2 - 0.868*x0*sin(-4.539*x0**2 + 2.213*x0 + 1.075) - 0.031*x0*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) + 0.055*x0 + 1.44*sin(-4.539*x0**2 + 2.213*x0 + 1.075)*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) - 0.957*sin(-4.539*x0**2 + 2.213*x0 + 1.075) - 0.058*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) + 0.338,20.301716089248657,100
47,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),True,0.6004650658821997,False,0.798*x0*sin(4.754*x0**2 + 1.249*x0) - 1.099*sin(4.754*x0**2 + 1.249*x0)*sqrt(Abs(0.852*x0**2 + 0.127*x0 - 0.342)),14.637736320495604,100
48,-6.339*x0*sin(6.961*x0) + 2.891,False,0.7361560038584339,False,0.079*x0**2 + 0.139*x0*sin(0.422*x0**2 - 0.361*x0 + 6.273) - 0.02*x0*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 0.041*x0 - 6.512*sin(0.422*x0**2 - 0.361*x0 + 6.273)*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 14.366*sin(0.422*x0**2 - 0.361*x0 + 6.273) + 0.005*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 0.033,18.76439428329468,100
49,-6.339*x0*sin(6.961*x0) + 2.891,True,0.9887346908675662,False,0.797*x0*sin(0.102*x0) + 0.547,4.162919521331787,100
50,1.095*sin(5.548*x0),False,0.8846168494168329,False,0.001*x0**2 + 0.028*x0*sin(-0.306*x0**2 + 0.866*x0 + 7.899) - 0.022*x0*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) + 0.008*x0 + 1.415*sin(-0.306*x0**2 + 0.866*x0 + 7.899)*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) - 0.65*sin(-0.306*x0**2 + 0.866*x0 + 7.899) - 0.165*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) - 0.008,17.783977508544922,100
51,1.095*sin(5.548*x0),True,0.9997815366436787,False,-0.057*sin(0.043*x0),4.294819593429565,100
52,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),False,0.0011714378798398,False,-2.08*x0*sqrt(Abs(0.657*x0**2 + 0.07*x0 - 0.358)) + 0.063*x0 - 8.292*sin(-3.613*x0**2 + 0.297*x0 + 0.001) - 0.059*sqrt(Abs(0.657*x0**2 + 0.07*x0 - 0.358)),19.85623836517334,100
53,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),True,0.0751366142198734,False,-1.78*x0*sqrt(Abs(0.871*x0**2 + 0.011*x0)),14.891991376876833,100
54,-6.564*x0**2,False,7.653205982104304e-08,True,-6.564*x0**2,30.48339796066284,100
55,-6.564*x0**2,True,7.653206026914418e-08,True,-6.564*x0**2,4.7972252368927,100
56,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),False,0.1017040827396208,False,0.002*x0**2 - 0.23*x0*sin(2.747*x0**2 + 1.059*x0) - 3.952*x0 + 0.937*sin(2.747*x0**2 + 1.059*x0)*sqrt(Abs(-0.061*x0**2 + 0.187*x0 + 0.099)) + 0.288*sin(2.747*x0**2 + 1.059*x0) - 0.003*sqrt(Abs(-0.061*x0**2 + 0.187*x0 + 0.099)) - 0.077,18.238964557647705,100
57,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),True,0.1249216511644129,False,-3.959*x0 + 0.024*sin(0.008*x0**2 + 0.001*x0 - 0.001),14.919431447982788,100
58,-0.462000000000000,False,3.929158471755094e-05,True,0.001*x0 - 0.466,25.591551542282104,100
59,-0.462000000000000,True,0.0,True,-0.462000000000000,7.702008485794067,100
60,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),False,0.9111835338118528,False,-0.007*x0**2 + 0.16*x0*sin(-1.706*x0**2 + 2.991*x0 + 1.161) - 0.107*x0*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) + 0.175*x0 + 1.877*sin(-1.706*x0**2 + 2.991*x0 + 1.161)*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) - 1.697*sin(-1.706*x0**2 + 2.991*x0 + 1.161) - 0.06*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) - 0.095,14.593083143234251,100
61,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),True,0.9629776586207076,False,0.577*sin(1.815*x0**2 + 0.95*x0 - 1.928),13.449407815933228,100
62,1.808*x0**2 + 2.118*sin(2.426*x0),False,0.0147692409367062,False,1.808*x0**2 + 0.216003703671951*sin(0.174*x0**2 + 0.198*x0)*sqrt(Abs(x0**2)),22.24795699119568,100
63,1.808*x0**2 + 2.118*sin(2.426*x0),True,0.0186925651668005,False,1.809*x0**2,13.49845838546753,100
64,1.419*x0,False,4.4179105598585966e-08,True,1.419*x0,32.12580752372742,100
65,1.419*x0,True,4.24491295082956e-08,True,1.419*x0,4.166781902313232,100
66,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),False,0.0015666573554129,False,-3.68647144462018*x0*sqrt(Abs(x0**2)),25.945043802261356,100
67,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),True,0.0015671692361558,False,-3.68579585869863*x0*sqrt(Abs(x0**2)),13.753247261047363,100
68,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),False,0.6508983948335516,False,0.025*x0**2 - 0.845*x0*sin(0.356*x0**2 - 0.3*x0 + 15.375) - 0.207*x0*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) + 0.265*x0 - 7.844*sin(0.356*x0**2 - 0.3*x0 + 15.375)*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) + 11.689*sin(0.356*x0**2 - 0.3*x0 + 15.375) + 0.001*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) - 0.704,17.32569909095764,100
69,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),True,0.9948905700868612,False,0.167799201428374*sin(0.437*x0)*sqrt(Abs(x0**2)),13.650216102600098,100
70,0.439*x0,False,8.04153800142119e-08,True,0.439*x0,34.611109495162964,100
71,0.439*x0,True,4.2111930232089785e-08,True,0.439*x0,5.250370502471924,100
72,-1.99800000000000,False,2.7209642911999256e-07,True,-1.99800000000000,29.72522592544556,100
73,-1.99800000000000,True,0.9015802246311888,False,-0.197000000000000,7.314170837402344,100
74,-2.188*sin(5.4*x0**2 - 0.569),False,0.9330804400989628,False,-0.006*x0**2 + 0.034*x0*sin(1.785*x0**2 - 5.761*x0 + 0.965) - 0.001*x0*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) - 0.005*x0 - 1.399*sin(1.785*x0**2 - 5.761*x0 + 0.965)*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) + 2.06*sin(1.785*x0**2 - 5.761*x0 + 0.965) + 0.308*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) - 0.243,15.202421426773071,100
75,-2.188*sin(5.4*x0**2 - 0.569),True,1.7920702714889538e-05,True,-2.188*sin(5.4*x0**2 - 0.569),10.36169695854187,100
76,-0.436*x0**2,False,8.244210284819987e-08,True,-0.436*x0**2,31.89922046661377,100
77,-0.436*x0**2,True,6.897745278637486e-08,True,-0.436*x0**2,4.619402647018433,100
78,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),False,0.9087723971427502,False,-0.011*x0**2 - 0.337*x0*sin(4.158*x0**2 + 2.431*x0 + 2.503) - 0.038*x0*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) + 0.11*x0 + 0.792*sin(4.158*x0**2 + 2.431*x0 + 2.503)*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) - 0.064*sin(4.158*x0**2 + 2.431*x0 + 2.503) + 0.328*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) + 0.004,19.013442277908325,100
79,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),True,0.9614700942036,False,1.566*sin(-5.661*x0**2 + 0.278*x0 + 1.816),7.5662841796875,100
80,-2.046*x0,False,4.3385276735633976e-08,True,-2.046*x0,40.69948172569275,100
81,-2.046*x0,True,4.3267028280882037e-08,True,-2.046*x0,3.8633217811584473,100
82,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,False,0.0285477099472981,False,0.001*x0**2 - 0.614*x0*sin(-0.067*x0**2 + 0.054*x0 + 6.01) - 0.791*x0*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) - 1.946*x0 + 0.051*sin(-0.067*x0**2 + 0.054*x0 + 6.01)*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) - 0.002*sin(-0.067*x0**2 + 0.054*x0 + 6.01) - 0.205*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) + 0.001,38.54147410392761,100
83,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,True,0.050149608066816,False,0.912*x0*sin(0.057*x0**2 - 0.039*x0 + 0.613) - 2.671*x0,15.457610845565796,100
84,-2.65200000000000,False,4.095115813368165e-07,True,-2.65200000000000,29.976208686828613,100
85,-2.65200000000000,True,0.0,True,-2.65200000000000,11.090863943099976,100
86,0.371*x0**2 + 0.731*x0,False,1.020415117502288e-07,True,0.371*x0**2 + 0.731*x0,63.17104768753052,100
87,0.371*x0**2 + 0.731*x0,True,7.193996455012076e-08,True,0.371*x0**2 + 0.731*x0,9.413695573806764,100
88,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),False,3.7921238023156806e-05,True,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),38.75099062919617,100
89,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),True,0.6728805570130902,False,1.439*x0*sin(3.083*x0**2 - 0.741*x0 + 9.934),25.965840101242065,100
90,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),False,0.0401027567089386,False,0.028*x0**2 + 0.032*x0*sin(0.733*x0**2) + 1.406*x0*sqrt(Abs(1.007*x0**2 - 0.001*x0)) - 0.078*x0 + 0.012*sin(0.733*x0**2)*sqrt(Abs(1.007*x0**2 - 0.001*x0)) - 0.068*sqrt(Abs(1.007*x0**2 - 0.001*x0)),25.077518701553345,100
91,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),True,0.0408997105562525,False,1.472*x0*sqrt(Abs(0.907*x0**2 + 0.001)) + 0.906*sin(0.017*x0**2 - 0.03*x0),17.168627500534058,100
92,0.819 - 0.131*sin(1.645*x0),False,0.0001629280642244,False,0.011*x0*sin(1.645*x0 + 3.142) - 0.013*x0*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.001*x0 - 0.438*sin(1.645*x0 + 3.142)*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.244*sin(1.645*x0 + 3.142) + 0.08*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.798,23.714437007904053,100
93,0.819 - 0.131*sin(1.645*x0),True,3.8712635203805474e-08,True,0.819 - 0.131*sin(1.645*x0),27.186092376708984,100
94,1.227*x0*sin(1.928*x0 - 1.18),False,0.8041435213645433,False,-0.146*x0**2 - 0.125*x0*sin(-3.526*x0**2 + 1.505*x0 + 2.66) - 0.976*x0*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) + 1.821*x0 + 1.447*sin(-3.526*x0**2 + 1.505*x0 + 2.66)*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) - 2.135*sin(-3.526*x0**2 + 1.505*x0 + 2.66) - 2.171*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) + 4.331,23.79013538360596,100
95,1.227*x0*sin(1.928*x0 - 1.18),True,4.720956795717742e-07,True,-1.227*x0*sin(1.928*x0 + 1.962),4.977234601974487,100
96,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),False,0.9302822372512828,False,0.002*x0**2 + 0.045*x0*sin(2.309*x0**2 + 1.937*x0 + 0.11) + 0.01*x0*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) - 0.029*x0 + 0.258*sin(2.309*x0**2 + 1.937*x0 + 0.11)*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) - 0.291*sin(2.309*x0**2 + 1.937*x0 + 0.11) - 0.131*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) + 0.142,16.176387310028076,100
97,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),True,0.9385711077056704,False,0.203*sin(2.309*x0**2 + 0.32*x0 + 1.49),7.787255764007568,100
98,2.002*x0**2 + 2.138*x0,False,7.811847985861329e-08,True,2.002*x0**2 + 2.138*x0,29.84795618057251,100
99,2.002*x0**2 + 2.138*x0,True,7.220416167480165e-08,True,2.002*x0**2 + 2.138*x0,7.624488592147827,100
100,-0.194*x0**2 - 1.743,False,6.616583515209977e-08,True,-0.194*x0**2 - 1.743,33.694480657577515,100
101,-0.194*x0**2 - 1.743,True,6.50711249013089e-08,True,-0.194*x0**2 - 1.743,10.43830394744873,100
102,2.661*x0*sin(2.301*x0**2 - 5.784),False,0.6642031636772484,False,0.01*x0**2 + 1.882*x0*sin(2.322*x0**2 - 0.369*x0 + 2.025) - 0.018*x0*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) + 1.554*sin(2.322*x0**2 - 0.369*x0 + 2.025)*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) + 3.223*sin(2.322*x0**2 - 0.369*x0 + 2.025) - 0.166*sqrt(Abs(0.094*x0**2 - 0.471*x0 + 0.548)) - 0.05,19.038604736328125,100
103,2.661*x0*sin(2.301*x0**2 - 5.784),True,0.9187253892921788,False,1.077*x0*sin(5.782*x0**2 - 5.948),11.38191056251526,100
104,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),False,0.5985367233086043,False,-0.058*x0**2 + 0.626*x0*sin(1.309*x0**2 + 0.497*x0) + 0.016*x0*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) + 2.063*x0 - 0.075*sin(1.309*x0**2 + 0.497*x0)*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) - 0.005*sin(1.309*x0**2 + 0.497*x0) + 0.944*sqrt(Abs(0.537*x0**2 + 0.001*x0 + 0.001)) - 0.001,20.14918351173401,100
105,2.154*x0 + 3.064*sin(4.773*x0**2)*sqrt(Abs(4.491*x0 - 0.423)),True,0.0082915856290786,False,2.152*x0 + 6.49216966876252*sin(4.773*x0**2)*sqrt(Abs(x0)),8.038532972335815,100
106,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),False,0.0737836105070644,False,0.722*x0*sin(1.169*x0**2 + 0.383*x0 - 0.004) - 1.095*x0*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)) - 0.038*x0 - 0.003*sin(1.169*x0**2 + 0.383*x0 - 0.004)*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)) + 0.024*sin(1.169*x0**2 + 0.383*x0 - 0.004) + 0.019*sqrt(Abs(0.533*x0**2 + 0.02*x0 - 0.021)),21.665780782699585,100
107,-0.978*x0*sin(1.168*x0**2) - 0.805539809072153*x0*sqrt(Abs(x0**2)),True,5.132273675341017e-07,True,-0.978*x0*sin(1.168*x0**2) - 0.80497029448297*x0*sqrt(Abs(x0**2)),18.87713122367859,100
108,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),False,0.0143633383563968,False,0.142*x0**2 - 0.692*x0*sin(0.062*x0**2 - 0.054*x0 + 3.715) + 2.279*x0*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) - 2.272*x0 - 0.002*sin(0.062*x0**2 - 0.054*x0 + 3.715)*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) - 0.094*sin(0.062*x0**2 - 0.054*x0 + 3.715) + 0.028*sqrt(Abs(0.034*x0**2 - 1.229*x0 + 0.664)) + 0.006,18.66240620613098,100
109,-0.936*x0*sin(0.744*x0 + 1.215) + 0.775*x0*sqrt(Abs(0.635*x0**2 + 1.51)),True,1.4804083469427802e-07,True,-0.936*x0*sin(0.744*x0 + 1.215) + 1.648*x0*sqrt(Abs(0.141*x0**2 + 0.334)),26.34726929664612,100
110,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),False,0.5538779737463977,False,0.002*x0**2 - 2.904*x0*sin(-1.595*x0**2 + 0.329*x0 + 0.738) + 0.001*x0*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) - 0.011*x0 + 4.77*sin(-1.595*x0**2 + 0.329*x0 + 0.738)*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) + 2.288*sin(-1.595*x0**2 + 0.329*x0 + 0.738) - 0.033*sqrt(Abs(-0.067*x0**2 + 0.442*x0 + 1.578)) - 0.153,21.33494114875793,100
111,-4.593*x0*sin(-1.573*x0**2 + 0.715*x0 + 2.378),True,0.779241380532177,False,2.942*x0*sin(1.528*x0**2 - 0.014*x0 + 1.378),16.176848649978638,100
112,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,False,0.668126800766218,False,-0.033*x0**2 + 1.205*x0*sin(8.841*x0**2 - 0.278*x0 + 2.129) + 0.043*x0*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) - 0.327*x0 - 2.043*sin(8.841*x0**2 - 0.278*x0 + 2.129)*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) + 1.534*sin(8.841*x0**2 - 0.278*x0 + 2.129) + 0.411*sqrt(Abs(0.815*x0**2 + 0.279*x0 - 0.846)) + 1.624,18.296466827392575,100
113,-2.909*x0*sin(8.746*x0**2 - 1.637*x0 + 0.72) + 2.591,True,0.8979833729024558,False,-1.042*x0*sin(1.206*x0**2 + 1.677*x0 - 4.16) + 1.579*sqrt(Abs(0.341*x0 - 1.204)) + 1.191,14.96838665008545,100
114,1.08300000000000,False,1.0324062061877521e-07,True,1.08300000000000,30.298437356948853,100
115,1.08300000000000,True,0.0,True,1.08300000000000,7.832960367202759,100
116,0.132*x0,False,1.327078903689794e-05,True,0.132*x0 - 0.001,32.22856640815735,100
117,0.132*x0,True,4.3299026516369606e-08,True,0.132*x0,5.413642883300781,100
118,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),False,0.033247352518324,False,-0.928*x0*sqrt(Abs(-0.446*x0**2 + 0.001*x0 + 0.105)) - 3.726*x0 - 0.333*sin(0.204*x0**2 + 0.197*x0)*sqrt(Abs(-0.446*x0**2 + 0.001*x0 + 0.105)),20.44172692298889,100
119,-3.08583970030849*x0*sqrt(Abs(x0)) + 2.472*sin(3.051*x0),True,0.0359265050219091,False,-3.09289450208053*x0*sqrt(Abs(x0)),12.17450761795044,100
0,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),False,0.0301975649270951,False,,,500
1,1.467*x0*sin(5.534*x0) - 1.496*x0*sqrt(Abs(4.588*x0**2 - 4.297*x0 + 6.576)),True,0.0418090932584141,False,,,500
2,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,False,0.3941753629433534,False,,,500
3,3.22*sin(2.353*x0**2 + 2.933*x0 + 2.831) + 3.461,True,0.5158620307088043,False,,,500
4,-2.154*sin(3.248*x0**2) - 1.467,False,7.778957629272608e-06,True,,,500
5,-2.154*sin(3.248*x0**2) - 1.467,True,7.477289997940326e-06,True,,,500
6,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),False,0.664263503609971,False,,,500
7,5.409*sin(1.72*x0)*sqrt(Abs(0.084*x0 + 2.365)) - 3.842*sin(1.72*x0),True,0.0018790423777056,False,,,500
8,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),False,0.0420688621244197,False,,,500
9,-3.77*sin(0.577*x0)*sqrt(Abs(0.981*x0 - 2.192)),True,1.1227970926102145e-07,True,,,500
10,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),False,0.5796883410726758,False,,,500
11,-0.067*x0*sin(0.964*x0) + 1.83104227012923*sin(0.964*x0)*sqrt(Abs(x0)),True,0.0718777272571301,False,,,500
12,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,False,0.0535356577989711,False,,,500
13,-0.351*x0*sin(1.645*x0**2) - 1.998*x0,True,7.837524618153525e-07,True,,,500
14,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,False,0.4172532829617436,False,,,500
15,-0.951*x0*sin(3.437*x0**2 + 1.66*x0) + 3.811,True,0.5487213863251678,False,,,500
16,0.859*sin(0.268*x0 + 4.791),False,0.0001353807598544,False,,,500
17,0.859*sin(0.268*x0 + 4.791),True,8.239319453680983e-07,True,,,500
18,1.564 - 0.26*x0**2,False,7.62842327586526e-08,True,,,500
19,1.564 - 0.26*x0**2,True,7.471948274609007e-08,True,,,500
20,3.579*x0**2 + 4.854,False,6.986696170235145e-08,True,,,500
21,3.579*x0**2 + 4.854,True,6.986698710781012e-08,True,,,500
22,1.57*x0*sin(0.959*x0) + 3.464,False,1.760695413949722e-05,True,,,500
23,1.57*x0*sin(0.959*x0) + 3.464,True,1.8912583426656778e-07,True,,,500
24,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),False,0.0079468143922874,False,,,500
25,6.206*x0*sin(0.412*x0**2) - 0.112593934117252*sin(0.412*x0**2)*sqrt(Abs(x0**2)),True,0.0181374738006554,False,,,500
26,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),False,0.2726649926395003,False,,,500
27,-0.65*x0**2 - 3.033*x0*sin(-1.23*x0**2 + 3.012*x0 + 4.665),True,0.3293982660639309,False,,,500
28,5.063*x0,False,6.40524569698289e-08,True,,,500
29,5.063*x0,True,4.426302634259463e-08,True,,,500
30,-4.131*x0**2 + 3.055*x0,False,6.841030542625248e-08,True,,,500
31,-4.131*x0**2 + 3.055*x0,True,6.841030427582829e-08,True,,,500
32,-3.798*x0,False,4.730920630753562e-08,True,,,500
33,-3.798*x0,True,4.3951350480647774e-08,True,,,500
34,4.511*x0*sin(2.293*x0),False,7.228637197351151e-06,True,,,500
35,4.511*x0*sin(2.293*x0),True,6.565109177125685e-07,True,,,500
36,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,False,0.7003077504750527,False,,,500
37,4.622*x0*sin(7.451*x0 - 0.343) - 3.283,True,1.8988605733522312e-06,True,,,500
38,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,False,8.137548614203534e-06,True,,,500
39,-0.317*sin(-2.351*x0**2 + 1.448*x0 + 2.344) - 6.667,True,0.0266687120846534,False,,,500
0,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),False,3.3286850916484376e-07,True,,,500
1,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),True,3.588303425870095e-07,True,,,500
2,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,False,0.0513220151286032,False,,,500
3,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,True,7.220195897426695e-08,True,,,500
4,-1.375*x0,False,1.700323648665349e-07,True,,,500
5,-1.375*x0,True,3.392629988605835e-08,True,,,500
6,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),False,0.1156064452054065,False,,,500
7,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),True,0.1489425999270488,False,,,500
8,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),False,0.3467794369137373,False,,,500
9,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),True,0.7147261044459494,False,,,500
10,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),False,0.5976711154399686,False,,,500
11,-6.929*sin(2.451*x0**2 + 2.37*x0 + 4.415)*sqrt(Abs(2.486*x0 - 1.428)) - 1.873*sin(2.451*x0**2 + 2.37*x0 + 4.415),True,0.8132233194737868,False,,,500
12,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),False,1.1454458949360492e-06,True,,,500
13,2.952*x0**2 - 1.724*x0*sin(3.151*x0**2 + 0.204*x0 - 1.566),True,7.639722705988183e-07,True,,,500
14,0.184*x0,False,1.031661481227459e-07,True,,,500
15,0.184*x0,True,3.871506323753572e-08,True,,,500
